case_id,category,difficulty,question,golden_answer,must_hit_section_titles,answer_preview,citation_sections,manual_score,manual_notes
bertelli_mexico_factory,globalization,medium,伯特利墨西哥工厂的作用是什么,墨西哥工厂的作用是生产轻量化产品并销往美国市场，且相关产品符合美墨加协定，可免征关税。,2.4 主要客户群体与合作关系,"基于当前命中的资料，关于“伯特利墨西哥工厂的作用是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2.4 主要客户群体与合作关系：部分产品由中国工厂生产销售至美国客户，销售金额为 2.99 亿元人民币； 部分产品由墨西哥工厂生产销售至美国
- [2] 6.1 影响中期股价的关键因素：### 6.1 影响中期股价的关键因素 基于对伯特利智能驾驶业务发展和市场环境的分析，影响公司 2026 年 2 月至 11 月股价走势的关键因素包括： 正面因素： L3 级",2.4 主要客户群体与合作关系 | 6.1 影响中期股价的关键因素 | 七、结论与展望 | 1.1 伯特利基本情况,,
bertelli_morocco_factory,globalization,easy,伯特利为什么在摩洛哥建设生产基地,伯特利在摩洛哥建设生产基地，是为了在投产后覆盖欧洲市场，增强海外交付能力。,2.4 主要客户群体与合作关系,"基于当前命中的资料，关于“伯特利为什么在摩洛哥建设生产基地”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2.4 主要客户群体与合作关系：在合作模式方面，公司主要采用同步研发模式与各主机厂客户开展合作，按照分工及就近供货的原则安排生产。 部分产品由中国工厂生产销售至美国客户，销售金额为 2.99 亿元人民币
- [2] 5.3 伯特利的竞争优势与挑战：### 5.3 伯特利的竞争优势与挑战 竞争优势： 技术领先优势：伯特利是国内首家实现 One-Box 线控",2.4 主要客户群体与合作关系 | 5.3 伯特利的竞争优势与挑战 | 1.1 伯特利基本情况 | 6.1 影响中期股价的关键因素,,
bertelli_europe_market,globalization,medium,伯特利如何覆盖欧洲市场,,,"基于当前命中的资料，关于“伯特利如何覆盖欧洲市场”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1.1 伯特利基本情况：### 1.1 伯特利基本情况 芜湖伯特利汽车安全系统股份有限公司成立于 2004 年 6 月，是一家专注于汽车底盘系统及智能驾驶系统研发、制造与销售的高新技术企业。 经过 20 年的发展，伯特利已成为中国汽车零部件百强企业和国家知识产权示范企业。
- [2] 5.3 伯特利的竞争优势与挑战：### 5.3 伯特利的竞争优势与挑战 竞争优势",1.1 伯特利基本情况 | 5.3 伯特利的竞争优势与挑战 | 2.2 产品矩阵与市场表现 | 4.4 智能驾驶业务对股价的影响机制,,
bertelli_global_delivery,globalization,hard,伯特利的全球化交付能力体现在哪里,,,"基于当前命中的资料，关于“伯特利的全球化交付能力体现在哪里”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 5.3 伯特利的竞争优势与挑战：### 5.3 伯特利的竞争优势与挑战 竞争优势： 技术领先优势：伯特利是国内首家实现 One-Box 线控制动量产的企业，打破了国际巨头垄断。
- [2] 七、结论与展望：伯特利作为国产智能驾驶执行层龙头，在技术、市场、客户等方面具有明显优势，充分受益于智能驾驶行业爆发。 展望未来，伯特利面临重大发展机遇： 短期（202",5.3 伯特利的竞争优势与挑战 | 七、结论与展望 | 3.3 估值水平与同业对比 | 3.4 盈利能力与成长性分析,,
bertelli_us_revenue,globalization,medium,伯特利面向美国客户的销售情况如何,,,"基于当前命中的资料，关于“伯特利面向美国客户的销售情况如何”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2.4 主要客户群体与合作关系：### 2.4 主要客户群体与合作关系 伯特利经过 20 年的发展，已积累了 50 家整车客户，形成了覆盖自主品牌、合资品牌和国际品牌的广泛客户基础。 公司客户结构呈现以下特点： 国内自主品牌客户包括奇瑞、吉利、长安集团、北汽集团、东风集团、广汽集团、比亚迪、长城、江淮、一汽红旗、上汽、五菱、东风岚图、零跑等。
- [2]",2.4 主要客户群体与合作关系 | 七、结论与展望 | 5.3 伯特利的竞争优势与挑战 | 2.1 智能驾驶业务技术路线,,
bertelli_oversea_growth,globalization,medium,海外工厂投产会给伯特利带来什么增长机会,,,"基于当前命中的资料，关于“海外工厂投产会给伯特利带来什么增长增长机会”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 七、结论与展望：## 七、结论与展望 通过对伯特利智能驾驶业务布局、财务表现、股价走势及行业环境的全面分析，本研究得出以下主要结论： 关于智能驾驶业务发展： 伯特利已成功构建起 ""XYZ + 智驾辅助"" 的完整智能底盘产品体系，在国内线控制动市场以 19.3% 的市占率稳居国产第一。
- [2] 3.4 盈利能力与成长性分析：### 3.4 盈",七、结论与展望 | 3.4 盈利能力与成长性分析 | 6.1 影响中期股价的关键因素 | 5.3 伯特利的竞争优势与挑战,,
bertelli_valuation,valuation,easy,伯特利估值水平怎么样,伯特利当前估值整体处于合理水平，市盈率约23.62倍，市净率约4.27倍，处于历史估值相对低位。,3.3 估值水平与同业对比,"基于当前命中的资料，关于“伯特利估值水平情况如何”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3.3 估值水平与同业对比：### 3.3 估值水平与同业对比 截至 2026 年 2 月 13 日，伯特利的估值水平如下： * 总市值：312.35 亿元 * 市盈率（TTM）：23.62 倍 * 市净率：4.27 倍 * 动态市销率：2.67 倍 与同行业可比公司相比，伯特利的估值处于合理水平。 根据同花顺数据，在汽车零部件板块中，伯特利的市
- [2] 4.",3.3 估值水平与同业对比 | 4.4 智能驾驶业务对股价的影响机制 | 七、结论与展望 | 1.1 伯特利基本情况,,
bertelli_pe_pb,valuation,easy,伯特利当前市盈率和市净率如何,,,"基于当前命中的资料，关于“伯特利当前市盈率和市净率如何”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3.3 估值水平与同业对比：### 3.3 估值水平与同业对比 截至 2026 年 2 月 13 日，伯特利的估值水平如下： * 总市值：312.35 亿元 * 市盈率（TTM）：23.62 倍 * 市净率：4.27 倍 * 动态市销率：2.67 倍 与同行业可比公司相比，伯特利的估值处于合理水平。 根据同花顺数据，在汽车零部件板块中，伯特利的市
- [2]",3.3 估值水平与同业对比 | 七、结论与展望 | 6.1 影响中期股价的关键因素 | 4.4 智能驾驶业务对股价的影响机制,,
bertelli_market_cap,valuation,easy,伯特利当前总市值大概是多少,,,"基于当前命中的资料，关于“伯特利当前总市值大概是多少”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3.3 估值水平与同业对比：### 3.3 估值水平与同业对比 截至 2026 年 2 月 13 日，伯特利的估值水平如下： * 总市值：312.35 亿元 * 市盈率（TTM）：23.62 倍 * 市净率：4.27 倍 * 动态市销率：2.67 倍 与同行业可比公司相比，伯特利的估值处于合理水平。 根据同花顺数据，在汽车零部件板块中，伯特利的市
- [2] ",3.3 估值水平与同业对比 | 七、结论与展望 | 4.4 智能驾驶业务对股价的影响机制 | 1.1 伯特利基本情况,,
bertelli_peer_compare,valuation,medium,伯特利和同行比估值高吗,,,"基于当前命中的资料，关于“伯特利和同行比估值高吗的具体情况是什么？”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3.3 估值水平与同业对比：### 3.3 估值水平与同业对比 截至 2026 年 2 月 13 日，伯特利的估值水平如下： * 总市值：312.35 亿元 * 市盈率（TTM）：23.62 倍 * 市净率：4.27 倍 * 动态市销率：2.67 倍 与同行业可比公司相比，伯特利的估值处于合理水平。 根据同花顺数据，在汽车零部件板块中，伯特利的市",3.3 估值水平与同业对比 | 4.4 智能驾驶业务对股价的影响机制 | 七、结论与展望 | 5.3 伯特利的竞争优势与挑战,,
bertelli_core_business,company_profile,easy,伯特利主营业务是什么,伯特利主营汽车底盘系统及智能驾驶系统的研发、制造和销售，业务覆盖汽车制动、电子电控、智能驾驶、悬架、转向和轻量化铸铝产品。,1.1 伯特利基本情况,"基于当前命中的资料，关于“伯特利主营业务是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1.1 伯特利基本情况：### 1.1 伯特利基本情况 芜湖伯特利汽车安全系统股份有限公司成立于 2004 年 6 月，是一家专注于汽车底盘系统及智能驾驶系统研发、制造与销售的高新技术企业。 经过 20 年的发展，伯特利已成为中国汽车零部件百强企业和国家知识产权示范企业。
- [2] 4.4 智能驾驶业务对股价的影响机制：### 4.4 智能驾驶业务对股价的影响机制",1.1 伯特利基本情况 | 4.4 智能驾驶业务对股价的影响机制 | 1.2 研究目的与分析范围 | 3.1 整体财务状况,,
bertelli_basic_info,company_profile,easy,伯特利是什么类型的公司,,,"基于当前命中的资料，关于“伯特利是什么类型的公司”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1.1 伯特利基本情况：### 1.1 伯特利基本情况 芜湖伯特利汽车安全系统股份有限公司成立于 2004 年 6 月，是一家专注于汽车底盘系统及智能驾驶系统研发、制造与销售的高新技术企业。 公司于 2018 年 4 月 27 日在上海证券交易所主板上市，股票代码 603596，法定代表人为袁永彬。
- [2] 5.3 伯特利的竞争优势与挑战：### 5.3 伯特",1.1 伯特利基本情况 | 5.3 伯特利的竞争优势与挑战 | 2.2 产品矩阵与市场表现 | 3.3 估值水平与同业对比,,
bertelli_listing,company_profile,easy,伯特利是什么时候上市的,伯特利于2018年4月27日在上海证券交易所主板上市，股票代码603596。,1.1 伯特利基本情况,"基于当前命中的资料，关于“伯特利是什么时候上市的”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1.1 伯特利基本情况：### 1.1 伯特利基本情况 芜湖伯特利汽车安全系统股份有限公司成立于 2004 年 6 月，是一家专注于汽车底盘系统及智能驾驶系统研发、制造与销售的高新技术企业。 公司于 2018 年 4 月 27 日在上海证券交易所主板上市，股票代码 603596，法定代表人为袁永彬。
- [2] 5.3 伯特利的竞争优势与挑战：### 5.3 伯特",1.1 伯特利基本情况 | 5.3 伯特利的竞争优势与挑战 | 2.1 智能驾驶业务技术路线 | 3.1 整体财务状况,,
bertelli_finance,finance,medium,伯特利财务表现如何,伯特利近年来财务表现稳健，营业收入和净利润持续增长，2024年营收和归母净利润均保持较高增速。,3.1 整体财务状况,"基于当前命中的资料，关于“伯特利财务表现如何”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 七、结论与展望：## 七、结论与展望 通过对伯特利智能驾驶业务布局、财务表现、股价走势及行业环境的全面分析，本研究得出以下主要结论： 关于智能驾驶业务发展： 伯特利已成功构建起 ""XYZ + 智驾辅助"" 的完整智能底盘产品体系，在国内线控制动市场以 19.3% 的市占率稳居国产第一。
- [2] 3.1 整体财务状况：### 3.1 整体财务状况 伯特利近年来保持稳健",七、结论与展望 | 3.1 整体财务状况 | 2.1 智能驾驶业务技术路线 | 3.3 估值水平与同业对比,,
bertelli_revenue_growth,finance,medium,伯特利营业收入表现怎么样,,,"基于当前命中的资料，关于“伯特利营业收入表现情况如何”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3.1 整体财务状况：### 3.1 整体财务状况 伯特利近年来保持稳健的财务表现，营业收入和净利润持续增长。 根据公司 2024 年年报，全年实现营业收入 99.37 亿元，同比增长 32.95%
- [2] 1.1 伯特利基本情况：### 1.1 伯特利基本情况 芜湖伯特利汽车安全系统股份有限公司成立于 2004 年 6 月，是一家专注于汽车底盘系统及智能",3.1 整体财务状况 | 1.1 伯特利基本情况 | 2.1 智能驾驶业务技术路线 | 3.2 智能驾驶业务财务贡献,,
bertelli_profitability,finance,medium,伯特利盈利能力怎么样,,,"基于当前命中的资料，关于“伯特利盈利能力情况如何”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3.4 盈利能力与成长性分析：### 3.4 盈利能力与成长性分析 伯特利展现出较强的盈利能力和成长性。 从盈利能力的驱动因素来看，主要包括以下几个
- [2] 5.3 伯特利的竞争优势与挑战：### 5.3 伯特利的竞争优势与挑战 竞争优势： 技术领先优势：伯特利是国内首家实现 One-Box 线控制动量产的企业，打破了国际巨头垄断。
- [3] 1.1 伯特利",3.4 盈利能力与成长性分析 | 5.3 伯特利的竞争优势与挑战 | 1.1 伯特利基本情况 | 2.1 智能驾驶业务技术路线,,
bertelli_risk,risk,hard,伯特利未来风险有哪些,,,"基于当前命中的资料，关于“伯特利未来主要风险有哪些的具体情况是什么？”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1.1 伯特利基本情况：### 1.1 伯特利基本情况 芜湖伯特利汽车安全系统股份有限公司成立于 2004 年 6 月，是一家专注于汽车底盘系统及智能驾驶系统研发、制造与销售的高新技术企业。 经过 20 年的发展，伯特利已成为中国汽车零部件百强企业和国家知识产权示范企业。
- [2] 4.4 智能驾驶业务对股价的影响机制：### 4.4 智能驾",1.1 伯特利基本情况 | 4.4 智能驾驶业务对股价的影响机制 | 1.2 研究目的与分析范围 | 3.3 估值水平与同业对比,,
bertelli_policy_support,industry,medium,政策环境对伯特利智能驾驶业务有什么支持,,,"基于当前命中的资料，关于“政策环境对伯特利智能驾驶业务有什么支持”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 4.4 智能驾驶业务对股价的影响机制：### 4.4 智能驾驶业务对股价的影响机制 智能驾驶业务已成为影响伯特利股价的核心因素，其影响机制主要体现在以下几个方面： 业绩驱动机制： 智能驾驶业务通过影响公司营收和利润，直接作用于股价。 根据分析，智能电控产品占公司营收比重已接近 50%，且保持 30% 以上的高增长。
- [2] 1.2 研究目的与分",4.4 智能驾驶业务对股价的影响机制 | 1.2 研究目的与分析范围 | 七、结论与展望 | 6.1 影响中期股价的关键因素,,
bertelli_industry_space,industry,medium,智能驾驶行业空间对伯特利意味着什么,,,"基于当前命中的资料，关于“智能驾驶行业空间对伯特利意味着什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 6.3 投资建议与风险提示：### 6.3 投资建议与风险提示 投资建议： 基于对伯特利智能驾驶业务前景和股价走势的综合分析，给予以下投资建议： 投资评级：买入（基于 6-12 个月投资周期） 目标价：65-70 元（基于 2026 年 25 倍 PE，对应净利润 18-19 亿元） 投资逻辑： 1. 智能驾驶行业处于爆发前夜，公司作为国产龙头将
- ",6.3 投资建议与风险提示 | 4.4 智能驾驶业务对股价的影响机制 | 1.2 研究目的与分析范围 | 2.1 智能驾驶业务技术路线,,
bertelli_pronoun_outlook,rewrite,easy,它前景怎么样,,,"基于当前命中的资料，关于“目标公司发展前景情况如何”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 七、结论与展望：## 七、结论与展望 通过对伯特利智能驾驶业务布局、财务表现、股价走势及行业环境的全面分析，本研究得出以下主要结论： 关于智能驾驶业务发展： 伯特利已成功构建起 ""XYZ + 智驾辅助"" 的完整智能底盘产品体系，在国内线控制动市场以 19.3% 的市占率稳居国产第一。 公司在 EMB 等前沿技术上储备充足，计划 202
- [2] 1.2 研究目",七、结论与展望 | 1.2 研究目的与分析范围 | 4.1 股价历史走势回顾（2025 年至今） | 3.3 估值水平与同业对比,,
bertelli_pronoun_business,rewrite,easy,这家公司主营做什么,,,"基于当前命中的资料，关于“目标公司主营做什么的具体情况是什么？”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1.1 伯特利基本情况：### 1.1 伯特利基本情况 芜湖伯特利汽车安全系统股份有限公司成立于 2004 年 6 月，是一家专注于汽车底盘系统及智能驾驶系统研发、制造与销售的高新技术企业。 公司于 2018 年 4 月 27 日在上海证券交易所主板上市，股票代码 603596，法定代表人为袁永彬。
- [2] 4.4 智能驾驶业务对股价的影响机制：",1.1 伯特利基本情况 | 4.4 智能驾驶业务对股价的影响机制 | 2.4 主要客户群体与合作关系 | 3.3 估值水平与同业对比,,
bertelli_short_question,rewrite,medium,伯特利估值呢,,,"基于当前命中的资料，关于“伯特利估值呢的具体情况是什么？”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3.3 估值水平与同业对比：### 3.3 估值水平与同业对比 截至 2026 年 2 月 13 日，伯特利的估值水平如下： * 总市值：312.35 亿元 * 市盈率（TTM）：23.62 倍 * 市净率：4.27 倍 * 动态市销率：2.67 倍 与同行业可比公司相比，伯特利的估值处于合理水平。 根据同花顺数据，在汽车零部件板块中，伯特利的市
- [2",3.3 估值水平与同业对比 | 4.4 智能驾驶业务对股价的影响机制 | 七、结论与展望 | 1.1 伯特利基本情况,,
