case_id,category,difficulty,question,golden_answer,must_hit_section_titles,answer_preview,citation_sections,manual_score,manual_notes
apollo_anp,apollo,medium,Apollo 的 ANP 方案强调哪些能力,Apollo 的 ANP 方案强调高速领航、城市记忆领航和 AVP 等量产能力。,2. ANP 与量产方案,"基于当前命中的资料，关于“Apollo 的 ANP 方案强调哪些能力”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2. ANP 与量产方案：## 2. ANP 与量产方案 Apollo 在量产智驾侧强调 ANP 等方案，公开信息提到 ANP 3.0 关注高速领航、城市记忆领航和 AVP 等能力，并与量产车型合作推进上车。 其价值在于把自动驾驶积累沉淀到可规模化交付的量产能力中。
- [2] 1. Apollo 的业务范围：它强调平台化能力，而不是单一车型功",2. ANP 与量产方案 | 1. Apollo 的业务范围 | 3. 自动驾驶云 | 4. 样本用途,,
apollo_cloud,apollo,medium,Apollo 自动驾驶云主要做什么,Apollo 自动驾驶云主要服务于数据闭环、训练、仿真验证和量产部署。,3. 自动驾驶云,"基于当前命中的资料，关于“Apollo 自动驾驶云主要做什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 自动驾驶云：## 3. 自动驾驶云 Apollo 自动驾驶云主要服务于数据闭环、训练、仿真和工具化平台建设。
- [2] 1. Apollo 的业务范围：## 1. Apollo 的业务范围 Apollo 是百度自动驾驶与智能驾驶开放平台，业务既覆盖 Robotaxi，也覆盖量产辅助驾驶、车路协同和自动驾驶云服务。
- [3] 2. ANP 与量",3. 自动驾驶云 | 1. Apollo 的业务范围 | 2. ANP 与量产方案 | 4. 样本用途,,
weride_products,weride,easy,文远知行有哪些主要产品方向,文远知行的五大产品方向包括 Robotaxi、Robobus、Robosweeper、Robovan 和高级辅助驾驶解决方案。,2. 五大产品矩阵,"基于当前命中的资料，关于“文远知行有哪些主要产品方向”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2. 五大产品矩阵：## 2. 五大产品矩阵 公开材料中，文远知行常提及五大产品方向：Robotaxi、Robobus、Robosweeper、Robovan 以及面向量产车的高级辅助驾驶解决方案。 这个产品矩阵体现了公司同时布局出行、城市场景和前装量产。
- [2] 1. 公司定位：## 1. 公司定位 文远知行定位为自动驾驶科技公司，公开介绍强调覆盖从 L",2. 五大产品矩阵 | 1. 公司定位 | 3. 商业化与区域覆盖 | 4. 样本用途,,
weride_levels,weride,easy,文远知行覆盖哪些自动驾驶级别,文远知行公开强调覆盖从 L2 到 L4 的产品与技术。,1. 公司定位,"基于当前命中的资料，关于“文远知行覆盖哪些自动驾驶级别”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 公司定位：## 1. 公司定位 文远知行定位为自动驾驶科技公司，公开介绍强调覆盖从 L2 到 L4 的产品与技术，并聚焦自动驾驶商业化落地。
- [2] 3. 商业化与区域覆盖：## 3. 商业化与区域覆盖 文远知行强调其业务已经进入多个国家和城市。
- [3] 2. 五大产品矩阵：## 2. 五大产品矩阵 公开材料中，文远知行常提及五大产品方向：Ro",1. 公司定位 | 3. 商业化与区域覆盖 | 2. 五大产品矩阵 | 4. 样本用途,,
weride_commercial,weride,medium,文远知行的商业化特点是什么,文远知行强调多城运营、海外测试和多产品形态落地，作为商业化能力的证明。,3. 商业化与区域覆盖,"基于当前命中的资料，关于“文远知行的商业化特点是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 商业化与区域覆盖：## 3. 商业化与区域覆盖 文远知行强调其业务已经进入多个国家和城市。 对外介绍通常会把“多城运营、海外测试、产品多形态落地”作为商业化能力的证明。
- [2] 1. 公司定位：## 1. 公司定位 文远知行定位为自动驾驶科技公司，公开介绍强调覆盖从 L2 到 L4 的产品与技术，并聚焦自动驾驶商业化落地。
- [3] 2. 五大产品",3. 商业化与区域覆盖 | 1. 公司定位 | 2. 五大产品矩阵 | 4. 样本用途,,
pony_business,pony,easy,小马智行的三大业务方向是什么,小马智行的三大业务方向是 Robotaxi、Robotruck 和乘用车智能驾驶。,2. 三大业务方向,"基于当前命中的资料，关于“小马智行的三大业务方向是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2. 三大业务方向：## 2. 三大业务方向 对外表述中，小马智行常把业务拆成 Robotaxi、Robotruck 和乘用车智能驾驶三大方向。
- [2] 3. 全球布局：## 3. 全球布局 小马智行强调其业务具有全球化属性，测试、运营或合作范围覆盖多个国家和地区。
- [3] 1. 公司定位：## 1. 公司定位 小马智行定位为全球化自动驾驶公司，公开",2. 三大业务方向 | 3. 全球布局 | 1. 公司定位 | 4. 样本用途,,
pony_global,pony,medium,为什么说小马智行具有全球化属性,小马智行强调其业务覆盖多个国家和地区，并以多地牌照、跨区域研发和国际合作伙伴体现全球化属性。,3. 全球布局,"基于当前命中的资料，关于“为什么说小马智行具有全球化属性 美国市场 墨西哥工厂 摩洛哥基地 欧洲市场 客户合作”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 全球布局：## 3. 全球布局 小马智行强调其业务具有全球化属性，测试、运营或合作范围覆盖多个国家和地区。 公开介绍中，全球化通常与“多地牌照、跨区域研发、国际合作伙伴”一起出现。
- [2] 1. 公司定位：## 1. 公司定位 小马智行定位为全球化自动驾驶公司，公开介绍长期围绕自动驾驶技术平台",3. 全球布局 | 1. 公司定位 | 2. 三大业务方向 | 4. 样本用途,,
pony_robotruck,pony,medium,小马智行为什么不仅做 Robotaxi,因为小马智行除 Robotaxi 外，还布局 Robotruck 和乘用车智能驾驶，覆盖出行、物流和前装量产。,2. 三大业务方向,"基于当前命中的资料，关于“小马智行为什么不仅做 Robotaxi”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 公司定位：## 1. 公司定位 小马智行定位为全球化自动驾驶公司，公开介绍长期围绕自动驾驶技术平台、Robotaxi 商业化和前装量产合作展开。
- [2] 2. 三大业务方向：## 2. 三大业务方向 对外表述中，小马智行常把业务拆成 Robotaxi、Robotruck 和乘用车智能驾驶三大方向。
- [3] 3. 全球布局：## 3. ",1. 公司定位 | 2. 三大业务方向 | 3. 全球布局 | 4. 样本用途,,
nio_nad,nio,easy,NAD 在蔚来体系里是什么,NAD 是蔚来对高阶智能驾驶能力体系的整体称呼，强调全栈自研。,1. NAD 的定位,"基于当前命中的资料，关于“NAD 在蔚来体系里是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. NAD 的定位：## 1. NAD 的定位 NAD 可以理解为蔚来对高阶智能驾驶能力的整体称呼，公开材料强调“全栈自研、感知到规划控制协同”的路线。 它不仅指单个功能，而是一套持续演进的智能驾驶能力体系。
- [2] 3. 硬件与软件协同：## 3. 硬件与软件协同 蔚来公开材料经常把感知硬件、计算平台、算法软件和数据闭环放在一起描述。 对这个体系而言，",1. NAD 的定位 | 3. 硬件与软件协同 | 2. NOP+ 与场景能力 | 4. 样本用途,,
nio_nop,nio,medium,NOP+ 主要覆盖什么场景,NOP+ 重点覆盖高速或快速路等高频领航辅助驾驶场景。,2. NOP+ 与场景能力,"基于当前命中的资料，关于“NOP+ 主要覆盖什么场景”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2. NOP+ 与场景能力：## 2. NOP+ 与场景能力 NOP+ 代表蔚来在领航辅助驾驶场景的持续升级能力，重点覆盖高速或快速路通勤等高频场景。
- [2] 4. 样本用途：## 4. 样本用途 这份样本适合测试“全栈自研、NOP+、高阶智能驾驶体系、软硬件协同”类问题。
- [3] 1. NAD 的定位：## 1. NAD 的定位 NAD 可以理解为蔚",2. NOP+ 与场景能力 | 4. 样本用途 | 1. NAD 的定位 | 3. 硬件与软件协同,,
nio_stack,nio,medium,蔚来为什么强调软硬件协同,蔚来把感知硬件、计算平台、算法软件和数据闭环作为同一体系，用软硬件协同决定功能上限。,3. 硬件与软件协同,"基于当前命中的资料，关于“蔚来为什么强调软硬件协同的具体情况是什么？”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 硬件与软件协同：## 3. 硬件与软件协同 蔚来公开材料经常把感知硬件、计算平台、算法软件和数据闭环放在一起描述。 对这个体系而言，硬件是基础，数据和软件迭代决定功能上限。
- [2] 4. 样本用途：## 4. 样本用途 这份样本适合测试“全栈自研、NOP+、高阶智能驾驶体系、软硬件协同”类问题。
- [3] 1. NAD 的定位：##",3. 硬件与软件协同 | 4. 样本用途 | 1. NAD 的定位 | 2. NOP+ 与场景能力,,
byd_name,byd,easy,天神之眼是什么,天神之眼是比亚迪对外使用的重要智能驾驶品牌表达，并与整车智能一起出现。,1. 天神之眼的定位,"基于当前命中的资料，关于“天神之眼是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 天神之眼的定位：## 1. 天神之眼的定位 “天神之眼”是比亚迪公开对外使用的重要智能驾驶品牌表达，通常与整车智能一起出现。
- [2] 3. 能力与场景：## 3. 能力与场景 对外信息中，天神之眼常与高速领航、泊车、主动安全和更广泛的智能化体验联系在一起。
- [3] 4. 样本用途：## 4. 样本用途 这份样本适合测试“天神之眼、整车智能、平台化能力、场景覆",1. 天神之眼的定位 | 3. 能力与场景 | 4. 样本用途 | 2. 整车智能路线,,
byd_vehicle_intelligence,byd,medium,比亚迪整车智能路线强调什么,比亚迪整车智能路线强调电子电气架构、平台化能力和软硬件协同。,2. 整车智能路线,"基于当前命中的资料，关于“比亚迪整车智能路线强调什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2. 整车智能路线：## 2. 整车智能路线 比亚迪公开表述强调整车智能、电子电气架构和软硬件协同。 相比只看辅助驾驶功能点，整车智能更关注平台化能力、系统整合和大规模车型覆盖。
- [2] 1. 天神之眼的定位：## 1. 天神之眼的定位 “天神之眼”是比亚迪公开对外使用的重要智能驾驶品牌表达，通常与整车智能一起出现。 它的定位不是孤立的单一功能，而是整车感",2. 整车智能路线 | 1. 天神之眼的定位 | 3. 能力与场景,,
byd_scenarios,byd,medium,天神之眼主要关联哪些场景,天神之眼常与高速领航、泊车和主动安全等场景联系在一起。,3. 能力与场景,"基于当前命中的资料，关于“天神之眼主要关联哪些场景的具体情况是什么？”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 天神之眼的定位：## 1. 天神之眼的定位 “天神之眼”是比亚迪公开对外使用的重要智能驾驶品牌表达，通常与整车智能一起出现。
- [2] 3. 能力与场景：## 3. 能力与场景 对外信息中，天神之眼常与高速领航、泊车、主动安全和更广泛的智能化体验联系在一起。
- [3] 4. 样本用途：## 4. 样本用途 这份样本适合测试“天神之眼、",1. 天神之眼的定位 | 3. 能力与场景 | 4. 样本用途 | 2. 整车智能路线,,
policy_departments,policy_access,easy,智能网联汽车准入和上路通行试点由哪些部门联合推进,智能网联汽车准入和上路通行试点由多个主管部门联合推进。,1. 政策背景,"基于当前命中的资料，关于“智能网联汽车准入和上路通行试点由哪些部门联合推进”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 政策背景：## 1. 政策背景 智能网联汽车准入和上路通行试点由多个主管部门联合推进，核心目的是为有条件自动驾驶汽车的产品准入、上路通行和安全监管提供制度化验证路径。
- [2] 3. 试点关注重点：## 3. 试点关注重点 这类试点最关注的事项包括：准入条件、运行安全、驾驶员或安全员职责、事故责任、道路测试与示范应用衔接，以及跨部",1. 政策背景 | 3. 试点关注重点 | 2. 试点目标,,
policy_goal,policy_access,medium,准入和上路通行试点的核心目标是什么,试点核心目标是在真实交通环境中验证产品准入、上路通行和安全监管机制，重点面向 L3、L4 相关能力。,2. 试点目标,"基于当前命中的资料，关于“准入和上路通行试点的核心目标是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 政策背景：## 1. 政策背景 智能网联汽车准入和上路通行试点由多个主管部门联合推进，核心目的是为有条件自动驾驶汽车的产品准入、上路通行和安全监管提供制度化验证路径。
- [2] 2. 试点目标：## 2. 试点目标 试点的重点不是简单放开上路，而是在真实交通环境中验证产品安全性、运行安全保障、责任划分和管理机制。
- [3] 3. 试点关注重点",1. 政策背景 | 2. 试点目标 | 3. 试点关注重点 | 4. 样本用途,,
policy_focus,policy_access,medium,准入试点主要关注哪些事项,准入试点主要关注准入条件、运行安全、责任划分以及跨部门协同监管等事项。,3. 试点关注重点,"基于当前命中的资料，关于“准入试点主要关注哪些事项的具体情况是什么？ 试点关注重点 核心事项 安全保障 准入要求”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 试点关注重点：## 3. 试点关注重点 这类试点最关注的事项包括：准入条件、运行安全、驾驶员或安全员职责、事故责任、道路测试与示范应用衔接，以及跨部门协同监管。
- [2] 2. 试点目标：## 2. 试点目标 试点的重点不是简单放开上路，而是在真实交通环境中验证产品安全性、运行安全保障、责任划",3. 试点关注重点 | 2. 试点目标 | 4. 样本用途 | 2. 应用试点目标,,
v2x_definition,v2x,easy,什么是车路云一体化,车路云一体化强调车端、路侧和云端协同，是从单车智能走向系统智能的重要路径。,1. 车路云一体化的定位,"基于当前命中的资料，关于“什么是车路云一体化的具体情况是什么？”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 车路云一体化的定位：## 1. 车路云一体化的定位 车路云一体化强调“车端、路侧、云端”协同，是智能网联汽车从单车智能走向系统智能的重要路径。
- [2] 3. 城市推进与南京实践：## 3. 城市推进与南京实践 公开信息显示，车路云一体化试点以城市或联合体形式推进。
- [3] 4. 样本用途：## 4. 样本用途 这份样本适合测试“车路云一",1. 车路云一体化的定位 | 3. 城市推进与南京实践 | 4. 样本用途 | 2. 应用试点目标,,
v2x_goal,v2x,medium,车路云一体化应用试点的目标是什么,车路云一体化应用试点的目标包括建设路侧基础设施、云控平台和示范场景，验证系统级能力。,2. 应用试点目标,"基于当前命中的资料，关于“车路云一体化应用试点的目标是什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 车路云一体化的定位：## 1. 车路云一体化的定位 车路云一体化强调“车端、路侧、云端”协同，是智能网联汽车从单车智能走向系统智能的重要路径。 它强调基础设施、通信网络、云控平台和示范应用协同建设。
- [2] 2. 应用试点目标：## 2. 应用试点目标 应用试点的目标通常包括完善路侧基础设施、建设云控平台、推进示范场景落地，并验证车端与路端协同",1. 车路云一体化的定位 | 2. 应用试点目标 | 3. 城市推进与南京实践 | 4. 样本用途,,
v2x_nanjing,v2x,medium,南京在车路云一体化试点中强调什么,南京强调通过试点建设道路侧感知设施、平台能力和示范场景，支撑智能网联汽车规模化应用。,3. 城市推进与南京实践,"基于当前命中的资料，关于“南京在车路云一体化试点中强调什么”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 车路云一体化的定位：## 1. 车路云一体化的定位 车路云一体化强调“车端、路侧、云端”协同，是智能网联汽车从单车智能走向系统智能的重要路径。 它强调基础设施、通信网络、云控平台和示范应用协同建设。
- [2] 3. 城市推进与南京实践：## 3. 城市推进与南京实践 公开信息显示，车路云一体化试点以城市或联合体形式推进。 南京等城市在公开场合强调",1. 车路云一体化的定位 | 3. 城市推进与南京实践 | 4. 样本用途 | 2. 应用试点目标,,
mix_xpeng_nationwide,mixed,hard,哪家公司的智驾强调全国都好用,强调“全国都好用”的是小鹏的 XNGP。,1. XNGP 的定位,"基于当前命中的资料，关于“哪家公司的智驾强调全国都好用”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. XNGP 的定位：## 1. XNGP 的定位 XNGP 是小鹏汽车对高阶智能驾驶能力的命名，公开表述强调“全国都好用”。
- [2] 3. 技术路线：对外表述里，“全国都好用”强调的是泛化能力和迭代速度，而不是单一城市的示范效果。
- [3] 2. 核心能力：## 2. 核心能力 小鹏在公开材料中强调 XNGP 支持城市智驾、高速领航、记忆泊车和离车",1. XNGP 的定位 | 3. 技术路线 | 2. 核心能力,,
mix_weride_matrix,mixed,hard,哪家公司同时提到 Robotaxi 和 Robovan,同时提到 Robotaxi 和 Robovan 的是文远知行。,2. 五大产品矩阵,"基于当前命中的资料，关于“哪家公司同时提到 Robotaxi 和 Robovan”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 2. 五大产品矩阵：这个产品矩阵体现了公司同时布局出行、城市场景和前装量产。
- [2] 1. 公司定位：## 1. 公司定位 文远知行定位为自动驾驶科技公司，公开介绍强调覆盖从 L2 到 L4 的产品与技术，并聚焦自动驾驶商业化落地。
- [3] 4. 样本用途：## 4. 样本用途 这份样本适合测试“产品矩阵、L2-L4、Rob",2. 五大产品矩阵 | 1. 公司定位 | 4. 样本用途 | 3. 商业化与区域覆盖,,
mix_horizon_j6,mixed,hard,哪套量产智驾方案和征程 6 平台配套,与征程 6 平台配套的量产智驾方案是地平线 HSD。,3. 硬件与生态基础,"基于当前命中的资料，关于“哪套量产智驾方案和征程 6 平台配套”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 硬件与生态基础：## 3. 硬件与生态基础 HSD 与征程系列计算平台配套，征程 6 被视为新一代量产硬件基础。 地平线同时强调开放生态，与主机厂和 Tier1 一起推进平台化落地，从而缩短车型上车周期。
- [2] 2. ANP 与量产方案：## 2. ANP 与量产方案 Apollo 在量产智驾侧强调 ANP 等方案，公开信息提到 ANP ",3. 硬件与生态基础 | 2. ANP 与量产方案 | 1. 公司定位 | 2. HSD 方案定位,,
mix_policy_l34,mixed,hard,哪份政策样本主要讨论 L3 和 L4 的准入与上路通行,主要讨论 L3 和 L4 准入与上路通行的是智能网联汽车准入与上路通行试点样本。,2. 试点目标,"基于当前命中的资料，关于“哪份政策样本主要讨论 L3 和 L4 的准入与上路通行”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 1. 政策背景：## 1. 政策背景 智能网联汽车准入和上路通行试点由多个主管部门联合推进，核心目的是为有条件自动驾驶汽车的产品准入、上路通行和安全监管提供制度化验证路径。
- [2] 4. 样本用途：## 4. 样本用途 这份样本适合测试“主管部门、政策目标、试点关注重点、L3/L4”类问题。
- [3] 2. 试点目标：## 2",1. 政策背景 | 4. 样本用途 | 2. 试点目标 | 3. 试点关注重点,,
mix_v2x_city,mixed,hard,哪份样本强调车端路侧云端协同并提到南京实践,强调车端路侧云端协同并提到南京实践的是车路云一体化应用试点样本。,1. 车路云一体化的定位 | 3. 城市推进与南京实践,"基于当前命中的资料，关于“哪份样本强调车端路侧云端协同并提到南京实践”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 城市推进与南京实践：## 3. 城市推进与南京实践 公开信息显示，车路云一体化试点以城市或联合体形式推进。 南京等城市在公开场合强调通过试点建设道路侧感知设施、平台能力和示范场景，用于支撑智能网联汽车规模化应用。
- [2] 1. 车路云一体化的定位：## 1. 车路云一体化的定位 车路云一体化强调“车端、路侧、云端”协同，是智能网联汽车",3. 城市推进与南京实践 | 1. 车路云一体化的定位 | 4. 样本用途 | 4. 样本用途,,
mix_bertelli_oversea,mixed,hard,哪家公司样本同时提到墨西哥工厂和摩洛哥基地,同时提到墨西哥工厂和摩洛哥基地的是伯特利智能底盘与海外布局样本。,3. 客户结构与海外布局,"基于当前命中的资料，关于“哪家公司样本同时提到墨西哥工厂和摩洛哥基地”，可以先从最相关的 3 条依据来看。

依据要点：
- [1] 3. 客户结构与海外布局：## 3. 客户结构与海外布局 公司已经积累了数十家整车客户，自主品牌客户包括奇瑞、吉利、长安、比亚迪等，奇瑞是重要客户。 海外拓展方面，部分产品由中国工厂和墨西哥工厂供应美国客户，摩洛哥基地面向欧洲市场布局。
- [2] 1. 公司概况与上市：## 1. 公司概况与上市 芜湖伯特利汽车安全系统股份有限公司成立于 20",3. 客户结构与海外布局 | 1. 公司概况与上市 | 4. 样本用途 | 2. 智能底盘与线控制动,,
